pointName,deviceType,deviceId,mapping_pointId,mapping_enosPoint,mapping_status,mapping_confidence,mapping_explanation
WTS.ORP,WATER TREATMENT SYSTEM,01_26.27_3,10102:187,unknown,unmapped,0.1,
FCU_05_01_8.ControllerStatus,FCU,05_07_2,10102:188,FCU_raw_status,mapped,0.4,
FCU_01_26.27_2.ValveOutput,FCU,05_07_2,10102:189,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_01_26.27_2.TempSetpoint,FCU,05_07_2,10102:190,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_4.RunStatus,FCU,FCU_05_06_4,10102:224,FCU_raw_status,mapped,0.4,
FCU_05_06_4.RoomTemp,FCU,FCU_05_06_4,10102:288,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_4.ValveOutput,FCU,FCU_05_06_4,10102:289,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_06_4.FanOutput,FCU,FCU_05_06_4,10102:290,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_06_4.CTL_CoolingValve,FCU,FCU_05_06_4,10102:291,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_06_4.TempSetpoint,FCU,FCU_05_06_4,10102:292,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_1.ControllerStatus,FCU,FCU_05_07_1,10102:225,FCU_raw_status,mapped,0.4,
FCU_05_07_1.CTL_RunStop,FCU,FCU_05_07_1,10102:226,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_07_1.TripStatus,FCU,FCU_05_07_1,10102:227,FCU_raw_trip,mapped,0.4,
FCU_05_07_1.RunStatus,FCU,FCU_05_07_1,10102:228,unknown,unmapped,0.0,
FCU_05_07_1.RoomTemp,FCU,FCU_05_07_1,10102:293,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_1.ValveOutput,FCU,FCU_05_07_1,10102:294,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_07_1.TempSetpoint,FCU,FCU_05_07_1,10102:295,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_01_35_2.RoomTemp,FCU,FCU_01_35_2,10102:225,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_01_35_2.ValveOutput,FCU,FCU_01_35_2,10102:226,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_01_35_2.FanOutput,FCU,FCU_01_35_2,10102:227,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_01_35_2.CTL_CoolingValve,FCU,FCU_01_35_2,10102:228,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_01_35_2.TempSetpoint,FCU,FCU_01_35_2,10102:229,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_01_35_2.ControllerStatus,FCU,FCU_01_35_2,10102:313,FCU_raw_status,mapped,0.4,
FCU_05_07_2.ControllerStatus,FCU,FCU_05_07_2,10102:229,FCU_raw_status,mapped,0.4,
FCU_05_07_2.CTL_RunStop,FCU,FCU_05_07_2,10102:230,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_07_2.TripStatus,FCU,FCU_05_07_2,10102:231,FCU_raw_trip,mapped,0.4,
FCU_05_07_2.RunStatus,FCU,FCU_05_07_2,10102:232,unknown,unmapped,0.0,
FCU_05_07_2.RoomTemp,FCU,FCU_05_07_2,10102:296,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_2.ValveOutput,FCU,FCU_05_07_2,10102:297,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_07_2.TempSetpoint,FCU,FCU_05_07_2,10102:298,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_1.RoomTemp,FCU,FCU_05_01_1,10102:230,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_1.ValveOutput,FCU,FCU_05_01_1,10102:231,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_1.FanOutput,FCU,FCU_05_01_1,10102:232,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_01_1.CTL_CoolingValve,FCU,FCU_05_01_1,10102:233,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_01_1.TempSetpoint,FCU,FCU_05_01_1,10102:234,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_3.ControllerStatus,FCU,FCU_05_07_3,10102:233,FCU_raw_status,mapped,0.4,
FCU_05_07_3.CTL_RunStop,FCU,FCU_05_07_3,10102:234,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_07_3.TripStatus,FCU,FCU_05_07_3,10102:235,FCU_raw_trip,mapped,0.4,
FCU_05_07_3.CVControlMode,FCU,FCU_05_07_3,10102:236,unknown,unmapped,0.1,
FCU_05_07_3.RunStatus,FCU,FCU_05_07_3,10102:237,unknown,unmapped,0.0,
FCU_05_07_3.RoomTemp,FCU,FCU_05_07_3,10102:299,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_3.ValveOutput,FCU,FCU_05_07_3,10102:300,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_07_3.FanOutput,FCU,FCU_05_07_3,10102:301,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_07_3.CTL_CoolingValve,FCU,FCU_05_07_3,10102:302,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_07_3.TempSetpoint,FCU,FCU_05_07_3,10102:303,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_2.RoomTemp,FCU,FCU_05_01_2,10102:235,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_2.ValveOutput,FCU,FCU_05_01_2,10102:236,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_2.FanOutput,FCU,FCU_05_01_2,10102:237,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_01_2.CTL_CoolingValve,FCU,FCU_05_01_2,10102:238,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_01_2.TempSetpoint,FCU,FCU_05_01_2,10102:239,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_4.ControllerStatus,FCU,FCU_05_07_4,10102:238,FCU_raw_status,mapped,0.4,
FCU_05_07_4.CTL_RunStop,FCU,FCU_05_07_4,10102:239,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_07_4.TripStatus,FCU,FCU_05_07_4,10102:240,FCU_raw_trip,mapped,0.4,
FCU_05_07_4.CVControlMode,FCU,FCU_05_07_4,10102:241,FCU_raw_local_mode,mapped,0.6000000000000001,
FCU_05_07_4.RunStatus,FCU,FCU_05_07_4,10102:242,unknown,unmapped,0.0,
FCU_05_07_4.RoomTemp,FCU,FCU_05_07_4,10102:304,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_07_4.ValveOutput,FCU,FCU_05_07_4,10102:305,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_07_4.FanOutput,FCU,FCU_05_07_4,10102:306,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_07_4.CTL_CoolingValve,FCU,FCU_05_07_4,10102:307,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_07_4.TempSetpoint,FCU,FCU_05_07_4,10102:308,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_3.RoomTemp,FCU,FCU_05_01_3,10102:240,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_3.ValveOutput,FCU,FCU_05_01_3,10102:241,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_3.FanOutput,FCU,FCU_05_01_3,10102:242,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_01_3.CTL_CoolingValve,FCU,FCU_05_01_3,10102:243,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_01_3.TempSetpoint,FCU,FCU_05_01_3,10102:244,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_08_1.ControllerStatus,FCU,FCU_05_08_1,10102:243,FCU_raw_status,mapped,0.4,
FCU_05_08_1.CTL_RunStop,FCU,FCU_05_08_1,10102:244,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_08_1.TripStatus,FCU,FCU_05_08_1,10102:245,FCU_raw_trip,mapped,0.4,
FCU_05_08_1.CVControlMode,FCU,FCU_05_08_1,10102:246,FCU_raw_cooling_heating_mode_command,mapped,0.6000000000000001,
FCU_05_08_1.RunStatus,FCU,FCU_05_08_1,10102:247,unknown,unmapped,0.0,
FCU_05_08_1.RoomTemp,FCU,FCU_05_08_1,10102:309,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_08_1.ValveOutput,FCU,FCU_05_08_1,10102:310,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_08_1.FanOutput,FCU,FCU_05_08_1,10102:311,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_08_1.CTL_CoolingValve,FCU,FCU_05_08_1,10102:312,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_08_1.TempSetpoint,FCU,FCU_05_08_1,10102:313,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_4.RoomTemp,FCU,FCU_05_01_4,10102:245,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_4.CTL_CoolingValve,FCU,FCU_05_01_4,10102:248,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_01_4.TempSetpoint,FCU,FCU_05_01_4,10102:249,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_08_2.ControllerStatus,FCU,FCU_05_08_2,10102:248,FCU_raw_status,mapped,0.4,
FCU_05_08_2.CTL_RunStop,FCU,FCU_05_08_2,10102:249,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_08_2.TripStatus,FCU,FCU_05_08_2,10102:250,FCU_raw_trip,mapped,0.4,
FCU_05_08_2.CVControlMode,FCU,FCU_05_08_2,10102:251,FCU_raw_local_mode,mapped,0.6000000000000001,
FCU_05_08_2.RunStatus,FCU,FCU_05_08_2,10102:252,unknown,unmapped,0.0,
FCU_05_08_2.RoomTemp,FCU,FCU_05_08_2,10102:314,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_08_2.ValveOutput,FCU,FCU_05_08_2,10102:315,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_08_2.FanOutput,FCU,FCU_05_08_2,10102:316,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_08_2.CTL_CoolingValve,FCU,FCU_05_08_2,10102:317,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_08_2.TempSetpoint,FCU,FCU_05_08_2,10102:318,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_5.RoomTemp,FCU,FCU_05_01_5,10102:250,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_5.ValveOutput,FCU,FCU_05_01_5,10102:251,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_5.TempSetpoint,FCU,FCU_05_01_5,10102:252,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_08_3.ControllerStatus,FCU,FCU_05_08_3,10102:253,FCU_raw_status,mapped,0.4,
FCU_05_08_3.CTL_RunStop,FCU,FCU_05_08_3,10102:254,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_08_3.TripStatus,FCU,FCU_05_08_3,10102:255,FCU_raw_trip,mapped,0.4,
FCU_05_08_3.CVControlMode,FCU,FCU_05_08_3,10102:256,FCU_raw_cooling_heating_mode,mapped,0.6000000000000001,
FCU_05_08_3.RunStatus,FCU,FCU_05_08_3,10102:257,unknown,unmapped,0.0,
FCU_05_08_3.RoomTemp,FCU,FCU_05_08_3,10102:319,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_08_3.ValveOutput,FCU,FCU_05_08_3,10102:320,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_08_3.FanOutput,FCU,FCU_05_08_3,10102:321,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_08_3.CTL_CoolingValve,FCU,FCU_05_08_3,10102:322,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_08_3.TempSetpoint,FCU,FCU_05_08_3,10102:323,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_6.RoomTemp,FCU,FCU_05_01_6,10102:253,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_6.ValveOutput,FCU,FCU_05_01_6,10102:254,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_6.TempSetpoint,FCU,FCU_05_01_6,10102:255,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_7.RoomTemp,FCU,FCU_05_01_7,10102:256,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_7.ValveOutput,FCU,FCU_05_01_7,10102:257,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_7.TempSetpoint,FCU,FCU_05_01_7,10102:258,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_11_1.ControllerStatus,FCU,FCU_05_11_1,10102:258,FCU_raw_status,mapped,0.4,
FCU_05_11_1.CTL_RunStop,FCU,FCU_05_11_1,10102:259,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_11_1.TripStatus,FCU,FCU_05_11_1,10102:260,FCU_raw_trip,mapped,0.4,
FCU_05_11_1.RunStatus,FCU,FCU_05_11_1,10102:261,unknown,unmapped,0.0,
FCU_05_11_1.RoomTemp,FCU,FCU_05_11_1,10102:324,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_11_1.ValveOutput,FCU,FCU_05_11_1,10102:325,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_11_1.TempSetpoint,FCU,FCU_05_11_1,10102:326,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_8.ValveOutput,FCU,FCU_05_01_8,10102:260,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_8.TempSetpoint,FCU,FCU_05_01_8,10102:261,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_9.RoomTemp,FCU,FCU_05_01_9,10102:262,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_01_9.ValveOutput,FCU,FCU_05_01_9,10102:263,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_01_9.TempSetpoint,FCU,FCU_05_01_9,10102:264,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_11_2.ControllerStatus,FCU,FCU_05_11_2,10102:262,FCU_raw_status,mapped,0.4,
FCU_05_11_2.CTL_RunStop,FCU,FCU_05_11_2,10102:263,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_11_2.TripStatus,FCU,FCU_05_11_2,10102:264,FCU_raw_trip,mapped,0.4,
FCU_05_11_2.RunStatus,FCU,FCU_05_11_2,10102:265,unknown,unmapped,0.0,
FCU_05_11_2.RoomTemp,FCU,FCU_05_11_2,10102:327,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_11_2.ValveOutput,FCU,FCU_05_11_2,10102:328,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_11_2.TempSetpoint,FCU,FCU_05_11_2,10102:329,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_04.05_1.RoomTemp,FCU,FCU_05_04.05_1,10102:265,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_04.05_1.ValveOutput,FCU,FCU_05_04.05_1,10102:266,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_04.05_1.FanOutput,FCU,FCU_05_04.05_1,10102:267,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_04.05_1.CTL_CoolingValve,FCU,FCU_05_04.05_1,10102:268,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_04.05_1.TempSetpoint,FCU,FCU_05_04.05_1,10102:269,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_13_1.ControllerStatus,FCU,FCU_05_13_1,10102:266,unknown,unmapped,0.1,
FCU_05_13_1.CTL_RunStop,FCU,FCU_05_13_1,10102:267,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_13_1.TripStatus,FCU,FCU_05_13_1,10102:268,FCU_raw_trip,mapped,0.4,
FCU_05_13_1.RunStatus,FCU,FCU_05_13_1,10102:269,FCU_raw_status,mapped,0.4,
FCU_05_13_1.RoomTemp,FCU,FCU_05_13_1,10102:330,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_13_1.ValveOutput,FCU,FCU_05_13_1,10102:331,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_13_1.TempSetpoint,FCU,FCU_05_13_1,10102:332,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_04.05_2.RoomTemp,FCU,FCU_05_04.05_2,10102:270,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_04.05_2.ValveOutput,FCU,FCU_05_04.05_2,10102:271,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_04.05_2.FanOutput,FCU,FCU_05_04.05_2,10102:272,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_04.05_2.CTL_CoolingValve,FCU,FCU_05_04.05_2,10102:273,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_04.05_2.TempSetpoint,FCU,FCU_05_04.05_2,10102:274,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_13_2.ControllerStatus,FCU,FCU_05_13_2,10102:270,FCU_raw_status,mapped,0.4,
FCU_05_13_2.CTL_RunStop,FCU,FCU_05_13_2,10102:271,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_13_2.TripStatus,FCU,FCU_05_13_2,10102:272,FCU_raw_trip,mapped,0.4,
FCU_05_13_2.RunStatus,FCU,FCU_05_13_2,10102:273,unknown,unmapped,0.0,
FCU_05_13_2.RoomTemp,FCU,FCU_05_13_2,10102:333,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_13_2.ValveOutput,FCU,FCU_05_13_2,10102:334,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_13_2.TempSetpoint,FCU,FCU_05_13_2,10102:335,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_CMO_1.ControllerStatus,FCU,FCU_05_CMO_1,10102:274,FCU_raw_status,mapped,0.4,
FCU_05_CMO_1.CTL_RunStop,FCU,FCU_05_CMO_1,10102:275,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_CMO_1.TripStatus,FCU,FCU_05_CMO_1,10102:276,FCU_raw_trip,mapped,0.4,
FCU_05_CMO_1.CVControlMode,FCU,FCU_05_CMO_1,10102:277,unknown,unmapped,0.1,
FCU_05_CMO_1.RunStatus,FCU,FCU_05_CMO_1,10102:278,unknown,unmapped,0.0,
FCU_05_CMO_1.RoomTemp,FCU,FCU_05_CMO_1,10102:336,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_CMO_1.ValveOutput,FCU,FCU_05_CMO_1,10102:337,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_CMO_1.FanOutput,FCU,FCU_05_CMO_1,10102:338,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_CMO_1.CTL_CoolingValve,FCU,FCU_05_CMO_1,10102:339,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_CMO_1.TempSetpoint,FCU,FCU_05_CMO_1,10102:340,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_1.RoomTemp,FCU,FCU_05_06_1,10102:275,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_1.ValveOutput,FCU,FCU_05_06_1,10102:276,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_06_1.TempSetpoint,FCU,FCU_05_06_1,10102:277,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_2.RoomTemp,FCU,FCU_05_06_2,10102:278,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_2.ValveOutput,FCU,FCU_05_06_2,10102:279,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_06_2.FanOutput,FCU,FCU_05_06_2,10102:280,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_06_2.CTL_CoolingValve,FCU,FCU_05_06_2,10102:281,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_06_2.TempSetpoint,FCU,FCU_05_06_2,10102:282,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_CMO_2.ControllerStatus,FCU,FCU_05_CMO_2,10102:279,FCU_raw_status,mapped,0.4,
FCU_05_CMO_2.CTL_RunStop,FCU,FCU_05_CMO_2,10102:280,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_CMO_2.TripStatus,FCU,FCU_05_CMO_2,10102:281,FCU_raw_trip,mapped,0.4,
FCU_05_CMO_2.CVControlMode,FCU,FCU_05_CMO_2,10102:282,FCU_raw_local_mode,mapped,0.6000000000000001,
FCU_05_CMO_2.RunStatus,FCU,FCU_05_CMO_2,10102:283,unknown,unmapped,0.0,
FCU_05_CMO_2.RoomTemp,FCU,FCU_05_CMO_2,10102:341,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_CMO_2.ValveOutput,FCU,FCU_05_CMO_2,10102:342,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_CMO_2.FanOutput,FCU,FCU_05_CMO_2,10102:343,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_CMO_2.CTL_CoolingValve,FCU,FCU_05_CMO_2,10102:344,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_CMO_2.TempSetpoint,FCU,FCU_05_CMO_2,10102:345,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_3.RoomTemp,FCU,FCU_05_06_3,10102:283,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_3.ValveOutput,FCU,FCU_05_06_3,10102:284,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_06_3.FanOutput,FCU,FCU_05_06_3,10102:285,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_06_3.CTL_CoolingValve,FCU,FCU_05_06_3,10102:286,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_06_3.TempSetpoint,FCU,FCU_05_06_3,10102:287,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_CMO_3.ControllerStatus,FCU,FCU_05_CMO_3,10102:284,FCU_raw_status,mapped,0.4,
FCU_05_CMO_3.CTL_RunStop,FCU,FCU_05_CMO_3,10102:285,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_CMO_3.TripStatus,FCU,FCU_05_CMO_3,10102:286,FCU_raw_trip,mapped,0.4,
FCU_05_CMO_3.CVControlMode,FCU,FCU_05_CMO_3,10102:287,FCU_raw_local_mode,mapped,0.6000000000000001,
FCU_05_CMO_3.RunStatus,FCU,FCU_05_CMO_3,10102:288,unknown,unmapped,0.0,
FCU_05_CMO_3.RoomTemp,FCU,FCU_05_CMO_3,10102:346,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_CMO_3.ValveOutput,FCU,FCU_05_CMO_3,10102:347,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_CMO_3.FanOutput,FCU,FCU_05_CMO_3,10102:348,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_CMO_3.CTL_CoolingValve,FCU,FCU_05_CMO_3,10102:349,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_05_CMO_3.TempSetpoint,FCU,FCU_05_CMO_3,10102:350,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_01_25.ControllerStatus,FCU,FCU_01_25,10102:289,FCU_raw_status,mapped,0.4,
FCU_01_25.CTL_RunStop,FCU,FCU_01_25,10102:290,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_26.27_1.ControllerStatus,FCU,FCU_01_26.27_1,10102:291,FCU_raw_status,mapped,0.4,
FCU_01_26.27_1.CTL_RunStop,FCU,FCU_01_26.27_1,10102:292,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_26.27_2.ControllerStatus,FCU,FCU_01_26.27_2,10102:293,FCU_raw_status,mapped,0.4,
FCU_01_26.27_2.CTL_RunStop,FCU,FCU_01_26.27_2,10102:294,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_26.27_3.ControllerStatus,FCU,FCU_01_26.27_3,10102:295,FCU_raw_status,mapped,0.4,
FCU_01_26.27_3.CTL_RunStop,FCU,FCU_01_26.27_3,10102:296,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_28.ControllerStatus,FCU,FCU_01_28,10102:297,FCU_raw_status,mapped,0.4,
FCU_01_28.CTL_RunStop,FCU,FCU_01_28,10102:298,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_29.ControllerStatus,FCU,FCU_01_29,10102:299,FCU_raw_status,mapped,0.4,
FCU_01_29.CTL_RunStop,FCU,FCU_01_29,10102:300,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_30.31_1.ControllerStatus,FCU,FCU_01_30.31_1,10102:301,FCU_raw_status,mapped,0.4,
FCU_01_30.31_1.CTL_RunStop,FCU,FCU_01_30.31_1,10102:302,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_30.31_2.ControllerStatus,FCU,FCU_01_30.31_2,10102:303,FCU_raw_status,mapped,0.4,
FCU_01_30.31_2.CTL_RunStop,FCU,FCU_01_30.31_2,10102:304,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_30.31_3.ControllerStatus,FCU,FCU_01_30.31_3,10102:305,FCU_raw_status,mapped,0.4,
FCU_01_30.31_3.CTL_RunStop,FCU,FCU_01_30.31_3,10102:306,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_32.ControllerStatus,FCU,FCU_01_32,10102:307,FCU_raw_status,mapped,0.4,
FCU_01_32.CTL_RunStop,FCU,FCU_01_32,10102:308,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_33.34_1.ControllerStatus,FCU,FCU_01_33.34_1,10102:309,FCU_raw_status,mapped,0.4,
FCU_01_33.34_1.CTL_RunStop,FCU,FCU_01_33.34_1,10102:310,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_33.34_2.ControllerStatus,FCU,FCU_01_33.34_2,10102:311,FCU_raw_status,mapped,0.4,
FCU_01_35_1.ControllerStatus,FCU,FCU_01_35_1,10102:312,FCU_raw_status,mapped,0.4,
PlantControl_PlantRunCmd,PLANT CONTROL,PlantControl,10102:314,unknown,unmapped,0.1,
PlantControl_StageControlCmd,PLANT CONTROL,PlantControl,10102:390,unknown,unmapped,0.1,
PlantControl_hdrChwst,PLANT CONTROL,PlantControl,10102:391,unknown,unmapped,0.0,
HL_CH_1_CoolingLCWSetpoint,HEAT LOAD,HL_CH_1,10102:354,unknown,unmapped,0.1,
HL_CH_1_BaseDemandLimit,HEAT LOAD,HL_CH_1,10102:355,unknown,unmapped,0.1,
HL_CH_2_CoolingLCWSetpoint,HEAT LOAD,HL_CH_2,10102:356,unknown,unmapped,0.1,
